100,14
200,19
400,27
600,34
800,40
1000,46
2000,71
4000,112
6000,149
8000,182
10000,214
20000,358
40000,607
60000,833
80000,1046
100000,1249
200000,2182
400000,3849
600000,5484
800000,6842
1000000,8248
2000000,14798
4000000,26707
6000000,37817
8000000,48452
10000000,58754
